"","bin","91614","91615","91616","91617","91618","91619","91620","91621","91622","91623","91624","91625","91626","91627","91628","91629"
"1","91614_DAStool_bin11",8.76194748905776e-09,4.3659045093676e-09,1.15511478799157e-08,4.55078073525728e-09,1.29027926125196e-09,1.83383357786632e-09,1.50282173766939e-09,2.21420567213056e-09,1.92403651776057e-09,2.36288370512468e-09,5.05284694582429e-09,3.61077652014963e-09,2.63115402800381e-09,3.3345226035575e-09,2.69009000386322e-09,2.69713954199517e-09
"2","91614_DAStool_bin128",6.33293437857866e-09,4.07482736191673e-09,1.02636087515843e-08,5.74576643743954e-09,1.49956815874956e-09,1.71063338535589e-09,1.65701633090047e-09,1.86603808191029e-09,1.26320736267867e-09,1.93396081462257e-09,2.99302876979532e-09,3.41251145884407e-09,7.44565445443520e-09,8.72863690898516e-09,8.7965384809905e-09,6.36818444180623e-09
"3","91614_DAStool_bin130",1.09663024400964e-08,2.82005224681393e-09,9.50298509117682e-09,3.41613659738516e-09,8.58207152059261e-09,3.72938675529475e-09,6.42033744639126e-09,3.70459830388777e-09,3.67629888159258e-09,2.89100133541615e-09,3.95833589452384e-09,2.24817726473137e-09,5.48362860448646e-09,5.02013825056906e-09,4.65492651885817e-09,3.45443604372014e-09
"4","91614_DAStool_bin135",1.10594932862171e-08,8.45829312763255e-09,1.29214378523675e-08,1.14366052999624e-08,3.30120994926387e-09,4.04152075528236e-09,3.03460910398985e-09,3.3320723873835e-09,1.90320665147977e-09,2.0113754035522e-09,3.30490283397744e-09,4.26566759080003e-09,6.16619126485524e-09,4.25848713784449e-09,3.23428350858925e-09,3.56328657681519e-09
"5","91614_DAStool_bin138",1.06592760800787e-08,2.40489433101531e-09,7.33817552304821e-09,3.55251462426168e-09,9.41560774877371e-09,5.26575869351122e-09,6.31783097363114e-09,4.08683880058223e-09,2.22947379285131e-09,2.05904545273111e-09,2.76419478734673e-09,2.00499873843031e-09,1.8810699497609e-09,2.74368390232507e-09,2.12385669380402e-09,2.16720023082119e-09
"6","91614_DAStool_bin140",2.13248093732445e-08,7.40472933398925e-09,2.54537115023759e-08,7.15887297461921e-09,4.74382061311716e-09,3.67367244406973e-09,4.60050961298666e-09,3.7655012788171e-09,3.30162453132478e-09,2.66606542635535e-09,8.96721909110935e-09,4.02863500013048e-09,3.13908148326889e-09,2.61501740871695e-09,2.39313082173831e-09,2.2663187870886e-09
"7","91614_DAStool_bin142",1.77956702042742e-08,1.13132891248905e-08,2.64585559824953e-08,1.69215958489433e-08,5.08226513798796e-09,7.31614379333875e-09,6.58723627086438e-09,7.578328608668e-09,6.55960180009501e-09,7.1573954484168e-09,1.22580371363213e-08,1.00690089438086e-08,5.46518555393811e-09,5.90222138510633e-09,4.89860864368682e-09,5.76270923650691e-09
"8","91614_DAStool_bin155",1.42379684966553e-08,2.76733406245371e-09,7.75549684654501e-09,2.28031474771913e-09,1.69127961974221e-08,3.74836165384866e-09,1.50768301785973e-08,3.69064127537e-09,1.71715893351358e-08,5.65698654854829e-09,2.17984239747264e-08,2.71753181923541e-09,8.70033289285918e-09,4.37397556763598e-09,8.63497196131289e-09,2.68114039164164e-09
"9","91614_DAStool_bin19",1.43759726846974e-08,2.98438661663319e-09,9.33487065681573e-09,3.8589056928512e-09,3.81009426358231e-09,2.53341075707877e-09,2.77322714796417e-09,3.13384934756075e-09,1.99445737577891e-09,2.05727099113425e-09,3.3872251315394e-09,2.35286598807023e-09,3.48408400501701e-09,3.74780415120194e-09,2.82819501283476e-09,2.66062162719264e-09
"10","91614_DAStool_bin225",4.60443641961489e-08,2.56108643164344e-08,3.13337262322367e-08,2.92173580341995e-08,3.08763331426579e-08,2.69110973423457e-08,3.62132285292204e-08,4.26091822358798e-08,1.9692902337322e-08,2.14233752799158e-08,2.11273129843756e-08,2.6336453223237e-08,1.97147552853063e-08,1.22757618947708e-08,2.09182768472223e-08,2.09195335216806e-08
"11","91614_DAStool_bin231",1.3718637495114e-08,2.05652748261615e-09,6.28550388647409e-09,2.33376773941891e-09,8.42607496083865e-09,2.45964716146926e-09,4.73711231565262e-09,2.43309391001267e-09,3.93176870527122e-09,1.8553447641641e-09,4.30468575836315e-09,1.50300030757195e-09,6.45217185549177e-09,4.42026314786903e-09,5.02442619492645e-09,2.60216320520959e-09
"12","91614_DAStool_bin26",9.96169803600774e-09,1.00297228318825e-08,1.04305039190808e-08,1.2449525892378e-08,6.98066588035723e-09,1.03432969234422e-08,6.38757797135421e-09,1.20700481465455e-08,3.64967075614035e-09,9.7593911124866e-09,5.16940433086728e-09,1.21371611364978e-08,6.60357689459825e-09,1.42757057508246e-08,6.10457689936174e-09,1.10014828997077e-08
"13","91614_DAStool_bin3",5.87479432263391e-09,3.39478722827152e-09,5.89603471281568e-09,3.85549264694055e-09,2.69263514473564e-09,2.92974298613553e-09,3.49256188284453e-09,2.92128737541735e-09,3.3831463597321e-09,4.64466882715601e-09,2.87117293571894e-09,3.50827523757025e-09,7.50842874742233e-09,1.15034786208888e-08,6.60455019575696e-09,8.83586627473253e-09
"14","91614_DAStool_bin35",4.79690424927612e-08,1.4058051890903e-08,3.62469785406398e-08,1.09756773840089e-08,4.50424686872728e-07,9.40647180972208e-08,4.70158212441228e-07,1.2231407121955e-07,8.7030310711549e-08,1.97595645871778e-08,1.01296692476493e-07,8.67740809957714e-09,6.41502937198857e-07,1.95107134239736e-07,6.05978680897848e-07,1.2003712863023e-07
"15","91614_DAStool_bin44",1.21047272765497e-08,3.72258287360372e-09,9.50880798937406e-09,3.88518148208583e-09,5.34144043594106e-09,5.82923207020823e-09,5.11799332040657e-09,6.0287972118217e-09,2.17917647953966e-09,2.53950260040563e-09,3.18267982108872e-09,2.47182973449705e-09,4.93375831334703e-09,6.71282306488762e-09,4.34926617320684e-09,6.52036251535446e-09
"16","91614_DAStool_bin57",5.69795819181362e-09,2.41926230049368e-09,8.36723245345305e-09,3.01101962283699e-09,1.55830744151379e-09,1.39829372147224e-09,1.74868068935405e-09,1.58274766079101e-09,3.55837397240226e-09,2.8508684598887e-09,3.81331240915009e-09,2.23298198336346e-09,1.72194348907816e-09,2.38807425106802e-09,1.70824382619054e-09,1.74576482837545e-09
"17","91614_DAStool_bin63",7.72963003163322e-09,2.1657141598278e-09,7.69860646713771e-09,2.22052660921581e-09,1.16037516084159e-08,3.25557319383374e-09,1.79597231701153e-08,3.31400306892767e-09,9.56714569920498e-09,5.18387927366318e-09,7.34842177933518e-09,3.25017043878322e-09,6.18015849861432e-09,2.77998412757354e-09,4.59785960485754e-09,1.84528086828726e-09
"18","91615_DAStool_bin11",5.20216221274606e-09,3.29834328079692e-09,8.45320379139778e-09,3.12789349664996e-09,1.56792027025325e-09,1.52482993076192e-09,1.72477909053615e-09,1.76677572241154e-09,3.72527510214043e-09,2.93188083990424e-09,3.87153892138092e-09,2.38682963976349e-09,1.73922070990584e-09,2.52227595081944e-09,1.74345963826053e-09,1.86841970394683e-09
"19","91615_DAStool_bin120",2.85145292458698e-09,5.25231797110378e-09,5.54233443072399e-09,3.6068849317657e-09,2.43401087937296e-09,2.68997153485992e-09,2.50914696962095e-09,2.898609898363e-09,2.05154434550457e-09,2.48614149645794e-09,2.69677370337674e-09,2.38722971882155e-09,1.56434863894446e-09,2.40202638314141e-09,1.29600439323352e-09,1.82554999476037e-09
"20","91615_DAStool_bin132",1.107051562649e-08,1.24101945794207e-08,1.32114613645161e-08,1.0311116818273e-08,8.37946331057396e-09,8.2547956921298e-09,9.03470611222246e-09,1.17559818145315e-08,4.04048660627209e-09,4.03108887372455e-09,5.4849658223815e-09,5.88794041193556e-09,4.00482198109212e-09,3.09938148531545e-09,4.21425588208466e-09,4.79077821474646e-09
"21","91615_DAStool_bin15",2.62118274731899e-08,1.71659393247149e-08,3.20772050060871e-08,1.41209539871401e-08,1.331092879999e-08,1.20403003403692e-08,1.40745279244914e-08,1.65846530325384e-08,2.29089270314035e-08,1.87832683322313e-08,2.26397057061048e-08,1.26246405768271e-08,1.24041653730274e-08,1.21179445254239e-08,1.00699141140614e-08,9.55857439400516e-09
"22","91615_DAStool_bin17",8.40905728718632e-09,1.01327997823946e-08,9.70922858503811e-09,1.21829049340453e-08,1.84519071645422e-09,5.71712712353722e-09,1.88819235040251e-09,6.61689034375990e-09,2.50211438036002e-09,6.66928685325495e-09,3.43950224052755e-09,7.89678171551311e-09,1.5843043508199e-09,2.67243243744488e-09,1.69856134277393e-09,3.38595613391041e-09
"23","91615_DAStool_bin18",4.91434970523076e-08,5.73579592370264e-09,2.66406901789896e-08,3.61957413086979e-09,4.70840950094422e-08,5.97353425416508e-09,3.16314133930651e-08,5.98696864486362e-09,1.32576627391991e-08,5.44545159421636e-09,1.43963375964584e-08,2.58997628248181e-09,3.47461727681418e-08,8.00255553287281e-09,2.6078992773612e-08,4.58099605530238e-09
"24","91615_DAStool_bin24",2.75662091183415e-09,5.98513747862132e-09,3.79388098045099e-09,8.34859204659508e-09,1.26013748103909e-09,2.44945018659271e-09,1.27081895314588e-09,3.13713883446997e-09,1.04942966904842e-09,2.152296087392e-09,1.46754700843232e-09,4.02824495458503e-09,1.82156943034169e-09,4.45123853147778e-09,1.83288712650738e-09,3.49055818475725e-09
"25","91615_DAStool_bin27",1.64365764532563e-07,1.49797527346406e-08,8.18700877239308e-08,1.26100924672456e-08,1.44771714521243e-07,2.44376943554493e-08,1.43209405952905e-07,2.32196430807638e-08,5.83562104378023e-08,2.14756248953712e-08,7.50616985178374e-08,1.0641511025493e-08,1.03726845900091e-07,2.13770384387337e-08,8.34458562470921e-08,1.39917954864951e-08
"26","91615_DAStool_bin68",8.44562979276688e-09,9.01568037471506e-09,1.30602582674801e-08,1.09957074933243e-08,2.28360680984768e-09,5.04487767144524e-09,2.54375526656661e-09,5.075165549971e-09,2.26794966875016e-09,5.712889085215e-09,4.13774904701598e-09,7.37850074495565e-09,8.68219499231855e-09,1.09407516084778e-08,1.03146934592176e-08,8.50366128893954e-09
"27","91615_DAStool_bin77",1.96079146282806e-08,6.7033008449808e-09,2.07245596042795e-08,6.28347707357714e-09,1.10702902030265e-08,6.50324593173604e-09,1.17873406612235e-08,9.16955969469779e-09,7.85338673514848e-09,5.48231837067688e-09,1.08023037542725e-08,5.16857171894981e-09,4.19359127988654e-09,2.91655441235797e-09,4.22939060199448e-09,4.01421898350777e-09
